-2.980451096345550568e-02,5.717259064472964003e-03,1.062265883377240712e-02,9.547301316642430383e-03,-6.828948458534613540e-03,-1.347706273377512545e-02,-2.173911175441950103e-02,-1.603504456632596706e-02,5.625687332774347016e-02,-2.093426383067516910e-02,1.144213484919117188e-02,2.037908759171405595e-03,-2.031740879296438373e-02,6.980628262368686679e-03,3.069392015530522828e-03,1.029287931314108034e-02,2.530281018068956597e-03,-1.069027323310627140e-03,-7.971218669362560572e-03,2.225861745002216154e-03
-5.001938030929019979e-02,9.326072945979600737e-02,2.326582754893475810e-02,-2.779148697356515277e-02,-2.138754105814469255e-03,7.184068990442835090e-02,-1.876965886106696235e-02,-6.302260707156628894e-02,5.490235139308029255e-02,3.106171644493661149e-02,-3.159214763699744882e-02,-5.815210884402331228e-03,-1.371609510171297938e-02,-2.971807040975540590e-03,-1.127950820580836573e-02,5.832225611464472714e-03,-4.661842814633255193e-03,3.882332130421201673e-03,1.636802542880227626e-02,-7.986075743177363864e-04
1.570639292489100353e-04,-1.292186944067603704e-01,-9.458041528969384285e-03,1.997892257986958950e-02,1.021125555920747580e-01,-4.220339597824868810e-02,-3.824671968826199447e-02,-3.424151530086035067e-02,8.767130193783619074e-02,-6.054495078953489595e-03,-6.690893702404495519e-03,9.461974316201018497e-05,-3.309260446155693619e-02,3.786942019942063798e-03,2.928632232685233951e-03,1.278284518295902221e-02,1.481578406396585022e-02,4.507798300675316602e-03,2.212858695189909644e-02,-2.404787663738578232e-03
-9.735590976048919334e-03,-6.317735279620617650e-02,-2.710632557394254336e-02,-3.130828909835084439e-02,1.633233709954877433e-01,1.177418294820139696e-02,-3.380000629388630815e-03,2.237072658138187023e-02,3.088800562205205186e-03,1.630422444096355254e-03,-9.653965602757726139e-03,-1.660748898503319575e-03,1.184078802024169513e-02,-1.491131590544463080e-03,-1.882767585427688782e-03,-1.054361005383810078e-02,7.430405579579389859e-03,-6.341158813272417677e-03,1.310471436141673329e-02,-3.369578157985150813e-03
-1.578095348188501834e-02,1.011685205476855857e-02,6.827421712337743143e-02,-9.498406614302557643e-03,-1.672036605527525144e-01,3.935275379808670509e-02,-3.546954277239736802e-02,-2.287879864063371155e-02,8.044472583871821458e-02,-4.436200617123060852e-02,4.942841502005922844e-02,-5.064298793548679088e-03,-7.498563222404650008e-02,3.439948946260631014e-03,4.602638312325406031e-03,3.987722643416072993e-02,7.731622061339958780e-03,1.935126737376574590e-02,9.794236917857808422e-03,-1.675972105292747143e-03
-3.706573365871363573e-02,1.400012716240910289e-02,2.708907404311162170e-01,-3.117021411072133374e-01,-6.128753040508409583e-04,3.293390549184917367e-03,-4.292638512765744457e-02,-1.155496796650431202e-01,4.503104113568699024e-02,4.324628069194919738e-02,2.872120613806486769e-02,-1.259402243132090940e-02,-2.615133589193526648e-02,-3.218440803282472586e-03,-9.565918440594378333e-03,1.163680735938621078e-02,4.064996841305578671e-04,1.536155585097564655e-02,4.373162915329494027e-02,2.503376750317451264e-03
-2.537532697996437714e-02,3.288006706875349350e-01,-2.108892899360841414e-02,1.667633284477787470e-02,8.384296681375920379e-02,1.129439700278102587e-01,5.492673886464207594e-02,2.320829260583715317e-02,-1.031667902534166431e-01,2.645268477739888199e-02,-3.628495640487037349e-02,-2.099834258375899917e-02,7.837188595708406355e-03,-3.745102269694731111e-03,-1.083680925172857828e-02,-1.152960373189789930e-02,-3.589064855634241727e-03,-5.292783669685917521e-03,4.652635380995440856e-02,-9.284950643446998955e-03
3.785388868969347120e-02,2.224175886464793139e-01,3.036868532169557586e-02,-2.760665966336491375e-02,5.332110572446458439e-03,-3.256324301830413465e-02,-1.625715142149008335e-02,-3.622933832461934511e-03,4.356241479186342969e-02,-4.091380580071676820e-03,9.942788118826557248e-03,-5.529815241744498108e-03,1.402986469269352360e-02,-7.686742092949731125e-03,4.304483225872401952e-03,-9.848337962135319743e-03,-7.969399532302629333e-03,-5.597664079594898839e-03,-1.920390964620269716e-02,-1.512913284597053147e-02
-1.673223559858704607e-02,3.594615291953554559e-01,6.290703065661058802e-02,-8.094824210256310049e-02,1.340728895498650118e-02,-9.546627123080603239e-02,-1.842608315098598348e-02,-1.376203599556193209e-02,4.592459330303119008e-02,4.734481379318754984e-02,-1.722593056548262294e-02,-2.206431074539888862e-02,5.159990226962429816e-02,4.834865904402897013e-03,4.220834005089177908e-03,-2.294167612095958722e-02,-4.036657366135528065e-03,-2.755147340766909286e-02,-1.277778152577692394e-01,3.080792397846325303e-01
2.018021126028295489e-02,-4.527751451951374517e-01,2.296313230914756587e-02,-2.493814868343028832e-02,7.557941267426801502e-02,-8.464131708106918672e-02,-2.423266030859426434e-02,1.064754399631021899e-02,9.256185696585050166e-03,-1.778974224497020112e-02,1.987233594220205735e-02,-4.796084167928741163e-03,-6.605110864494498357e-02,-3.079638167377552350e-03,-6.802136548933424183e-03,1.632052156339194871e-02,1.037733524705395510e-02,2.519269168001081992e-03,9.193934849630248929e-02,9.485470052652310649e-03
