,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,2016-01-01,0.0,0.0,0.0,-0.315246533,-0.1748789944,-0.1783987728,0.0,0.0,0.0,0.0,-0.1356364142,0.0,0.0,0.0,0.0,0.0,-0.1509188392,0.0,0.0,0.0,0.0,0.0,-0.10575696039999999,0.0,-0.1347929352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5107762198,-0.08326585119999999,0.0,-0.19992847980000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0704134599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0449754725,0.0,-0.154110292,0.0,0.0,-0.045140291,0.0,0.0,0.0,0.0,0.0,0.0,-0.6213687417,0.0,0.0,-0.062890744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2016-01-03,0.0,0.0,0.0,0.0,-0.0419650416,0.05969240860000001,0.0,0.0,0.0,-0.1106938062,0.0,0.0,0.0,0.0,0.0,0.0,-0.837242847,0.0,0.0,0.0,0.0,-0.0541330914,0.0,0.0,0.0,0.0,-0.0004828296000000398,-0.11342051520000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1420815288,0.2857165735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0297325908,0.0,0.0,0.0,0.0,0.0,0.0,-0.2830503036,0.0,0.0,0.0,0.32971291640000006,0.0,0.0749334824,0.0,0.0,0.0,-0.110554806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2016-01-04,0.0,-0.5528731255999999,0.1184253693,0.5675265579,0.0,-0.2015686174000001,-0.7572163439,0.0,0.0,0.7436392424,0.5141692927,0.3790584494,-0.8070811237,0.4390587760000001,0.0,0.0570948048,0.4254830819,0.3351779573,-0.8955416964,-0.6948850891,0.0,0.27477352180000003,0.0345259728,0.0,0.29400336660000004,0.022771935,0.2559280618,0.05343714360000001,0.8291935473,0.0,0.0,0.0,0.0,-0.016315838000000003,-0.052906533500000005,0.165399529,0.6556052816,0.0,0.0,-0.8949,0.0,0.060796585399999964,0.016412805499999995,0.0,0.15516698680000002,0.0,-0.13621695879999998,-0.4500904668,-0.6435342145,0.0,0.006888404400000006,0.1800699788,-0.008174819700000006,0.0,-0.3319089658,0.0254599704,0.0478650555,0.130265028,0.0,0.0,0.43573924080000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2016-01-05,-0.081608675,0.270440411,0.032612155500000004,-0.033010375499999994,-0.12237619000000005,-0.36019592619999996,0.01874597060000001,0.0,0.0,-0.22730044019999998,0.0,0.5053182695,0.0,-0.10280007149999999,0.06294265919999999,-0.23955028379999999,0.8410792644999999,0.0199974324,0.0,0.6830523435999999,0.0,0.008444252200000002,-0.1549764916,-0.12023887890000001,0.0,0.0,0.25506932639999996,-0.08231447310000004,-0.06157803900000001,0.0,-0.19200767419999998,0.0137626329,0.0,-0.07820170680000002,0.0,0.045342018100000006,0.012170074900000036,-0.0600393079,-0.5908907982,0.0,-0.1212629286,-0.08290916999999999,0.0269595482,0.0,0.11222436089999999,-0.064539828,0.05785517009999996,-0.02706400830000001,0.09084390299999999,-0.1170700848,-0.2030030143,-0.3537062362999999,-0.2021422202,-0.24326240880000005,0.11518378460000003,0.0203169885,-0.041535071099999994,0.0,-0.0276474694,0.0,-0.0812626884,0.0,0.0320395566,0.0,-0.059547636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2016-01-06,0.0,0.9321600545,0.0,0.6296955936,0.025350945,0.8768709556000001,-0.6457070592,0.0,0.0,-0.031520232,0.20644747200000002,0.0892009975,-0.1468475708,0.1129825158,0.0,0.9053133465,0.7097278862999999,0.15182336800000001,0.4811056175999999,-0.8205707221,0.3058012451,0.4241047337,-0.3872930265,0.0,0.0,0.0,0.5824010248,-0.6025279305,0.0,0.054707815,0.6293677200000001,-0.08563826559999999,0.0,0.0,0.0,-0.5159107801,-0.16751712070000002,0.0,0.0,0.0,-0.08638882810000001,0.0,0.0,0.0,-0.1138669623,0.31537645810000003,-0.08841657200000001,-0.0575137632,-0.4709804544,0.0,0.0744046523,-0.23428375620000003,-0.06035459259999999,0.034573016500000005,0.6975795432,-0.006091597400000002,0.1358262543,0.034241032,-0.10312956480000002,0.0,0.0,0.0,-0.028327927200000002,0.0,0.0,0.2101254388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2016-01-07,0.025581349799999955,0.3837777141,-0.0339436908,-0.16204686640000002,-0.12442825799999999,0.24652804219999996,0.0,0.0,0.0,-0.235210644,0.37954631520000004,-0.54685783,0.0,0.43248025079999997,0.0,0.351124183,0.008449584800000007,-0.20719029800000002,0.0,0.0192578754,0.0,0.0,-0.06470602919999999,-0.3060919285,0.0,-0.09873702720000001,-0.2451151227,-0.6250027968,0.01675393020000001,-0.1239436953,-0.042652590000000004,-0.13914231520000003,0.0,-0.7436309967,0.4517023064000001,0.0,0.5047193027,-0.396276768,-0.19709583000000003,0.0,-0.042116908800000005,-0.2605022882,-0.2610034788,0.0,-0.04472948,0.3408918912,-0.0798687396,0.07562905360000001,0.0,-0.14661469289999998,-0.40277690360000007,-0.2981023075,0.24183845739999998,-0.07051848399999999,0.3075796116,-0.0393185814,1.0143665315,-0.0548799965,-0.9973,0.018045586399999997,0.0,0.0,0.0,0.0,-0.09620808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023525667299999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2016-01-08,0.0,-0.41710758000000003,0.0,-0.342610243,0.18197244,-1.0875451225000001,0.0,0.0761044443,0.0,0.43316078480000003,-0.23662964780000004,0.0,-0.3228231963,0.0,0.0,0.0,-0.7825024738,-0.081218071,0.0,-0.017604132,0.0,0.3126290997,-0.7147486274,0.0,-0.0975676399,0.0,0.22630545930000007,-0.1329604026,0.0,0.0,-0.6251529755,-0.04012870339999999,0.0,0.1432456655,0.0,-0.0632520681,-0.5040243701,0.0,-0.06264094199999999,0.0,0.0,-0.0425760764,0.0,0.0,-0.1353065432,0.418731027,0.0,0.0,0.0,0.4599947784,-0.0339778275,-0.0284687568,-0.0653835562,0.0,-0.33558287000000003,0.0,-0.16329793119999997,0.0,-0.0942678765,0.0,0.0,0.0,-0.5708651144999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2016-01-09,0.0136433177,0.0,0.04719924140000001,-0.0523090944,0.0,-0.0862027776,0.0,0.0,0.0,-0.47361395660000005,0.0,-0.0343959552,0.7209375199999999,0.068044239,0.0,0.23395030779999998,-0.057618638,-0.087171182,0.0,0.21599448010000002,0.0,0.1623531023,-0.39819871800000006,0.0,0.0,0.0,0.5034453068,0.0,-0.2469347302,0.0,-0.6408170937,0.3976252977,0.0,0.061852767999999995,0.0,0.0,0.10677982670000001,0.0,0.0,0.0,-0.2129443434,-0.1082147529,0.0,0.0,0.0,-0.42032490499999997,-0.1372830852,0.0,0.686186048,0.0,0.0110719971,0.2060716887,-0.0215224818,0.0,0.07546053920000001,0.0,0.11556646310000002,0.7099040997,0.0,0.0,-0.0493383429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2016-01-10,0.8549,-0.08188603650000001,0.0,0.3208154908,0.0,0.39481802749999995,0.0,0.0,0.0,0.0745376838,0.0,-0.7127754247,0.0,-0.1969442045,0.0,0.0,0.19852700699999998,0.0,-0.20226928970000002,0.049219245599999996,0.0,-0.6801263178,0.0,0.047817423199999994,-0.12846388039999998,0.0,0.11092194,0.0,0.0,0.0,-0.4983792329000001,0.0,0.0,0.0,-0.0278184837,-0.428294388,0.4080922306,0.4510908248,0.0,0.0,0.0,-0.35080554690000004,-0.2643127775,0.0,0.01903473,0.0,0.0,0.0,-0.069808604,0.0,0.04422026,0.0,0.0,0.0968280152,-0.5975770620000002,0.0,0.12646368,0.0,0.0,0.0,0.0,0.0,0.13547568599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
